//=============================================================
// 魔物资料数据库（自定义）
//=============================================================
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// rAthena Dev Team
//1900,VALARIS,Valaris,Valaris,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1901,VALARIS_WORSHIPPER,Valaris's Worshipper,Valaris's Worshipper,50,8578,0,2706,1480,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,0x1685,100,868,480,120,0,0,0,0,0,0,0,923,500,984,63,1464,2,607,50,610,100,503,300,2405,50,0,0,0,0,4129,1
//1902,MC_CAMERI,MC Cameri,MC Cameri,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1903,POKI,Poki#3,Poki#3,99,1349000,0,4093000,1526000,9,4892,9113,22,35,1,180,39,67,193,130,10,12,1,7,64,0x1973,120,500,672,480,92100,603,5500,617,3000,1723,1000,1228,100,1236,500,617,2500,1234,75,1237,125,1722,250,1724,100,1720,50,0,0,0,0
//1904,SENTRY,Sentry,Sentry,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1

// Custom Hollow Poring (overrrides/collides with META_ANDRE)
//1237,HOLLOW_PORING,Hollow Poring,Hollow Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,10
// Custom Fire Poring. Warning, Colides with META_DENIRO
//1239,FIRE_PORING,Fire Poring,Fire Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x131,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,741,5,619,20,0,0,0,0,4001,20

// Lunar New Year 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1145,MARTIN,Martin,Martin,18,1109,0,134,86,1,52,63,0,5,12,18,30,15,15,5,10,12,0,2,42,0x81,300,1480,480,480,0,0,0,0,0,0,0,1017,9000,1018,500,1251,10,2225,5,5009,1,10010,10,2224,15,7869,1500,0,0,4046,1
//1175,TAROU,Tarou,Tarou,11,284,0,57,28,1,34,45,0,0,1,20,11,10,24,5,10,12,0,2,27,0x91,150,1744,1044,684,0,0,0,0,0,0,0,1016,9000,919,3000,949,800,528,1000,701,2,7869,2500,0,0,0,0,0,0,4028,1
//1209,CRAMP,Cramp,Cramp,56,4720,0,2300,1513,1,395,465,0,5,1,85,35,5,65,60,10,12,0,2,45,0x3095,100,1000,500,1000,0,0,0,0,0,0,0,7007,4656,528,1000,726,80,746,110,568,250,510,70,984,95,7869,1500,0,0,4296,1

// iRO St. Patricks Day 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1841,G_SNAKE_,Snake Lord's Minon,Snake Lord's Minon,15,471,0,72,48,1,46,55,0,0,1,15,15,10,35,5,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1842,G_ANACONDAQ_,Snake Lord's Minon,Snake Lord's Minon,23,1109,0,300,149,1,124,157,0,0,1,23,28,10,36,5,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1843,SIDE_WINDER_,Snake Lord's Minon,Snake Lord's Minon,43,4929,0,1996,993,1,240,320,5,10,38,43,40,15,115,20,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1844,G_ISIS_,Snake Lord's Minon,Snake Lord's Minon,47,7003,0,3709,1550,1,423,507,10,35,38,65,43,50,66,15,10,12,2,6,27,0x3195,200,1384,768,336,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,8,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Christmas 2008 Event
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1244,JAKK_XMAS,Christmas Jakk,Christmas Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1245,GOBLINE_XMAS,Christmas Goblin,Christmas Goblin,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1246,COOKIE_XMAS,Christmas Cookie,Christmas Cookie,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x91,400,1248,1248,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1247,ANTONIO,Antonio,Antonio,10,10,0,3,2,1,13,20,100,0,1,1,1,50,100,100,10,12,1,3,66,0xC1,100,720,720,432,0,0,0,0,0,0,0,604,500,12354,500,14550,500,5136,500,12132,500,12225,500,5811,500,0,0,0,0,4243,1

// iRO Halloween 2009 Event
// Uncomment if event is enabled. Uncomment the skills for Halloween Whisper in mob_skill_db2.
//3014,HALLOWEEN_WHISPER,Halloween Whisper,Halloween Whisper,1,800,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,0,6,68,0x81,150,1960,960,504,0,0,0,0,0,0,0,12396,150,6299,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//3015,HALLOWEEN_DARK_LORD,Halloween Dark Lord,Halloween Dark Lord,1,45,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,2,6,89,0x81,100,868,768,480,0,0,0,0,0,0,0,12396,800,12397,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Halloween 2008 Event
// Uncomment if event is enabled.
//3000,ZOMBIE,Zombie,Zombie,15,534,0,50,33,1,67,79,0,10,1,8,7,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,0,0,0,0,0,0,0,0,4038,1
//3001,GHOUL,Ghoul,Ghoul,40,5418,0,1088,622,1,420,500,5,20,1,20,29,0,45,20,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,511,800,2609,60,934,150,1260,1,0,0,0,0,4110,1
//3002,ZOMBIE_MASTER,Zombie Master,Zombie Master,62,14211,0,7610,2826,1,824,1084,37,26,25,20,30,5,77,35,10,12,1,1,29,0x3695,175,2612,912,288,0,0,0,0,0,0,0,7071,4413,938,1500,958,1500,723,200,727,100,1260,1,2324,2,0,0,0,0,4274,1

//=============================================================
// 补充魔物数据
//=============================================================
2200,J_TAINI,Taini,Taini,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0x83,0,432,792,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,XMAS_LUNATIC,圣诞节白兔,Christmas Lunatic,1,60,1,27,20,1,8,9,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,GOLDPORING,Gold Poring,Gold Poring,1,15,1,0,0,0,0,0,160,5,1,1,1,1,999,1,10,12,1,3,21,0xC3,400,1872,672,480,0,0,0,0,0,0,0,6012,2000,6485,2000,6486,2000,6487,2000,7470,2000,7602,2000,6487,2000,969,10,0,0,0,0
2313,TIKBALANG,邪魔马,Tikbalang,115,22131,1,1756,1351,1,781,896,84,34,71,52,84,44,64,46,10,12,2,2,64,0x3795,130,1064,936,360,0,0,0,0,0,0,0,6496,500,984,10,12700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,LITTLE_PORING,Little Poring,Little Poring,1,40,1,18,10,1,8,9,2,5,6,1,1,0,6,5,10,12,0,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,9000,1202,100,938,1000,512,5000,507,1000,512,500,507,1000,0,0,0,0,4545,1

//=============================================================
// 噩梦古城
//=============================================================
2477,NG_WANDER_MAN,梦魇邪骸浪人,梦魇邪骸浪人,151,130682,1,9907,8614,1,2620,3751,129,16,208,151,76,39,231,50,10,12,1,6,24,0x2003695,100,672,500,192,0,0,0,0,0,0,0,616,2,984,110,1164,10,2270,5,7005,4850,13015,5,21003,1,0,0,0,0,0,0
2478,NG_RIDEWORD,梦魇飞行魔书,梦魇飞行魔书,146,103220,1,5250,7920,1,2133,3062,140,59,131,195,58,66,263,5,10,12,0,0,60,0x3695,150,864,500,192,0,0,0,0,0,0,0,1097,4850,1568,5,1569,5,1570,5,1571,5,7015,150,18752,1,0,0,0,0,0,0
2479,NG_MIMIC,梦魇邪恶箱,梦魇邪恶箱,143,24958,1,1384,1177,1,1717,2432,139,46,145,162,10,49,213,57,10,12,1,0,60,0x3095,100,972,500,288,0,0,0,0,0,0,0,603,500,617,100,757,270,2626,100,7938,1000,7940,1000,0,0,0,0,0,0,0,0
2480,NG_EVIL_DRUID,梦魇闇神官,梦魇闇神官,134,72837,1,3370,2943,1,1398,1961,160,41,137,60,48,57,158,28,10,12,2,1,89,0x3695,300,2276,576,336,0,0,0,0,0,0,0,509,2000,1557,5,1624,1,2217,10,2508,10,7478,5,0,0,0,0,0,0,0,0
2481,NG_WRAITH_DEAD,梦魇恶灵,梦魇恶灵,110,18923,1,2098,1727,1,909,1274,93,53,69,52,47,55,109,28,10,12,2,1,89,0x3695,175,1816,576,240,0,0,0,0,0,0,0,716,750,732,10,1059,4400,2206,10,2505,10,2506,5,0,0,0,0,0,0,0,0

2483,NG_BAPHOMET,梦魇巴风特,梦魇巴风特,154,4008000,1,1308530,1002320,1,2794,4054,379,45,120,125,230,85,186,85,10,12,2,6,67,0x6283695,100,768,768,576,198262,607,2000,750,500,923,5000,1466,800,2256,300,1476,100,714,500,5160,50,985,5432,984,4171,0,0,0,0,4147,1

2485,NG_CHIMERA,梦魇凯美拉,梦魇凯美拉,140,528120,1,54260,46980,1,1887,2710,159,20,101,76,110,176,183,170,10,12,2,2,63,0x6203695,200,772,672,360,0,0,0,0,0,0,0,7054,5335,1048,2500,568,1000,1306,1,7295,1500,1364,1,984,160,0,0,0,0,4300,1

//=============================================================
// 梦魇钟楼
//=============================================================
2916,BIG_BEN,大古钟,大古钟,160,222240,1,10155,8685,2,1669,2378,125,43,102,58,69,75,131,49,10,12,1,0,42,0x695,170,792,792,480,0,0,0,0,0,0,0,1095,3000,1019,500,509,950,568,160,757,100,22515,15,0,0,0,0,0,0,4626,1
2917,BIG_BELL,大钟怪,大钟怪,163,166860,1,10245,10485,2,1531,2169,138,53,102,104,72,57,98,57,10,12,1,0,60,0x2000695,250,1020,500,768,0,0,0,0,0,0,0,1095,3000,7005,750,984,100,22515,10,912,750,2607,1,0,0,0,0,0,0,4627,1
2918,TIME_KEEPER,时间守护者,时间守护者,165,256000,1,14360,14660,3,1633,2316,128,60,112,60,72,57,120,77,10,12,2,0,80,0x695,170,672,672,384,0,0,0,0,0,0,0,1095,3000,7054,3000,999,250,520,425,2121,1,22515,1000,0,0,0,0,0,0,4630,1
2919,NEO_PUNK,变种朽魔,变种朽魔,155,77380,1,8010,8205,1,1180,1649,99,55,98,39,30,35,95,45,10,12,0,3,24,0x695,300,500,500,1000,0,0,0,0,0,0,0,7001,3000,715,500,5110,50,1061,500,1057,1500,2502,8,0,0,0,0,0,0,4628,1
2920,ARC_ELDER,长者魔导士,长者魔导士,168,146820,1,12390,21735,3,1406,1981,105,41,100,63,35,99,106,61,10,12,2,7,80,0x695,160,1152,1152,336,0,0,0,0,0,0,0,7099,3000,7117,1000,7939,500,1564,5,1473,1,616,2,22515,1500,0,0,0,0,4629,1
2921,OWL_VISCOUNT,鹗枭子爵,鹗枭子爵,168,295240,1,12390,14640,2,1742,2491,113,45,87,51,45,88,106,50,10,12,2,6,60,0x6200695,190,824,824,440,0,0,0,0,0,0,0,7071,2500,7063,1000,693,50,747,1,2971,2,16024,1,15089,1,18874,10,0,0,4631,1
2922,G_OWL_VISCOUNT,鹗枭子爵,鹗枭子爵,168,295240,1,0,0,2,1742,2491,113,45,87,51,45,88,106,50,10,12,2,6,60,0x6200695,190,824,824,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,OWL_MARQUEES,鹗枭假面,鹗枭假面,170,630000,1,29655,17115,1,1781,2536,128,25,112,65,55,102,108,72,10,12,2,6,60,0x6200695,175,824,824,440,0,0,0,0,0,0,0,7071,2000,7063,1500,1716,1,1472,1,1668,1,693,50,15089,3,18874,10,0,0,4632,1

3074,TIMEHOLDER,时间管理人,时间管理人,170,25000000,1,4582500,3525000,3,4594,6694,288,265,224,152,251,257,402,77,10,12,2,6,80,0x6283695,150,576,576,480,120060,607,5000,617,5500,22515,2000,1095,3000,2121,10,7054,3000,22515,3000,16024,5,18874,2,0,0,0,0,0,0,4625,1

//=============================================================
// 火焰盆地
//=============================================================
3020,FIRE_CONDOR,火焰秃鹫,火焰秃鹫,141,125114,1,8590,6750,1,1302,2115,40,55,72,135,31,62,155,30,10,12,1,2,43,0x2003885,115,1148,648,480,0,0,0,0,0,0,0,1939,1,28007,1,28604,1,1995,1,6691,2000,0,0,0,0,0,0,0,0,0,0
3021,FIRE_SAND_MAN,火焰泥人,火焰泥人,143,130501,1,9946,7850,1,1502,2440,120,35,85,98,77,52,167,37,10,12,1,0,63,0x3885,220,1672,720,288,0,0,0,0,0,0,0,1839,1,1443,1,28705,1,2025,1,6694,1500,0,0,0,0,0,0,0,0,0,0
3022,FIRE_FRILLDORA,火焰伞蜥,火焰伞蜥,147,141301,1,10580,11620,1,1382,2245,55,67,125,108,76,35,134,55,10,12,1,2,63,0x3885,145,1290,720,432,0,0,0,0,0,0,0,18130,1,1680,1,13454,1,13127,1,6696,1500,6694,1500,0,0,0,0,0,0,0,0
3023,FIRE_GOLEM,火焰巨石怪,火焰巨石怪,148,180213,1,15580,14430,1,2050,3331,320,30,162,38,155,22,120,42,10,12,2,0,43,0x3885,300,1290,816,396,0,0,0,0,0,0,0,1498,1,21015,1,28106,1,16040,1,6693,2000,6695,1500,0,0,0,0,0,0,0,0

3026,FIREPIT,火坑,火坑,17,10,1,58,43,3,62,77,20,3,15,8,17,0,15,0,10,12,1,1,29,0x173884,145,1290,432,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
