//=============================================================
// 人工生命体 - 技能树数据库（公共库）
//=============================================================
//
// 数据库的格式说明:
// Class,SkillID,MaxLv,NeedLevel,Prerequisite SkillID1,Prerequisite SkillLv1,PrereqSkillID2,PrereqSkillLv2,PrereqSkillID3,PrereqSkillLv3,PrereqSkillID4,PrereqSkillLv4,PrereqSkillID5,PrereqSkillLv5,IntimacyLvReq //SKILLNAME#Skill Name#
//
// 01. Class                    Homunculus ID.
// 02. SkillID                  Skill ID of the homunuculus skill.
// 03. MaxLv                    Maximum level of the homunuculus skill.
// 04. NeedLevel                Homunculus level required for the skill to become available
// 05. Prerequisite SkillID     Homunculus skill required for the skill to become available.
// 06. Prerequisite SkillLv     Level of the required homunculus skill.
// ...
// 15. IntimacyLvReq			Minimum level of intimacy to unlock skill.
//
// NOTE: MAX_PC_SKILL_REQUIRE (typically 5) ID/Lv pairs must be specified.
//
//====================== 以下内容为正文 =======================

//丽芙
6001,8001,5,0,0,0,0,0,0,0,0,0,0,0,0 //治愈之手
6001,8002,5,0,8001,3,0,0,0,0,0,0,0,0,0 //轻捷移动
6001,8003,5,0,8001,5,0,0,0,0,0,0,0,0,0 //脑手术
//艾咪斯可鲁
6002,8005,5,0,0,0,0,0,0,0,0,0,0,0,0 //位置互换
6002,8006,5,0,8005,5,0,0,0,0,0,0,0,0,0 //防御力
6002,8007,5,0,8006,3,0,0,0,0,0,0,0,0,0 //活命之肤
//飞里乐
6003,8009,5,0,0,0,0,0,0,0,0,0,0,0,0 //月光
6003,8010,5,0,8009,3,0,0,0,0,0,0,0,0,0 //横越速度
6003,8011,5,0,8010,3,0,0,0,0,0,0,0,0,0 //紧急回避
//巴尼米乐斯
6004,8013,5,0,0,0,0,0,0,0,0,0,0,0,0 //善变
6004,8014,5,0,8013,3,0,0,0,0,0,0,0,0,0 //混乱的祈福
6004,8015,5,0,8013,5,0,0,0,0,0,0,0,0,0 //变更指示
//丽芙2
6005,8001,5,0,0,0,0,0,0,0,0,0,0,0,0 //治愈之手
6005,8002,5,0,8001,3,0,0,0,0,0,0,0,0,0 //轻捷移动
6005,8003,5,0,8001,5,0,0,0,0,0,0,0,0,0 //脑手术
//艾咪斯可鲁2
6006,8005,5,0,0,0,0,0,0,0,0,0,0,0,0 //位置互换
6006,8006,5,0,8005,5,0,0,0,0,0,0,0,0,0 //防御力
6006,8007,5,0,8006,3,0,0,0,0,0,0,0,0,0 //活命之肤
//飞里乐2
6007,8009,5,0,0,0,0,0,0,0,0,0,0,0,0 //月光
6007,8010,5,0,8009,3,0,0,0,0,0,0,0,0,0 //横越速度
6007,8011,5,0,8010,3,0,0,0,0,0,0,0,0,0 //紧急回避
//巴尼米乐斯2
6008,8013,5,0,0,0,0,0,0,0,0,0,0,0,0 //善变
6008,8014,5,0,8013,3,0,0,0,0,0,0,0,0,0 //混乱的祈福
6008,8015,5,0,8013,5,0,0,0,0,0,0,0,0,0 //变更指示
//丽芙_H
6009,8001,5,0,0,0,0,0,0,0,0,0,0,0,0 //治愈之手
6009,8002,5,0,8001,3,0,0,0,0,0,0,0,0,0 //轻捷移动
6009,8003,5,0,8001,5,0,0,0,0,0,0,0,0,0 //脑手术
6009,8004,3,0,0,0,0,0,0,0,0,0,0,0,910 //智力变换
//艾咪斯可鲁_H
6010,8005,5,0,0,0,0,0,0,0,0,0,0,0,0 //位置互换
6010,8006,5,0,8005,5,0,0,0,0,0,0,0,0,0 //防御力
6010,8007,5,0,8006,3,0,0,0,0,0,0,0,0,0 //活命之肤
6010,8008,3,0,0,0,0,0,0,0,0,0,0,0,910 //血的贪求
//飞里乐_H
6011,8009,5,0,0,0,0,0,0,0,0,0,0,0,0 //月光
6011,8010,5,0,8009,3,0,0,0,0,0,0,0,0,0 //横越速度
6011,8011,5,0,8010,3,0,0,0,0,0,0,0,0,0 //紧急回避
6011,8012,3,0,0,0,0,0,0,0,0,0,0,0,910 //S.B.R.44
//巴尼米乐斯_H
6012,8013,5,0,0,0,0,0,0,0,0,0,0,0,0 //善变
6012,8014,5,0,8013,3,0,0,0,0,0,0,0,0,0 //混乱的祈福
6012,8015,5,0,8013,5,0,0,0,0,0,0,0,0,0 //变更指示
