// 古木の枝で召喚できるモンスターを設定
// MobID, MobName(Dummy), Rate
// モンスターID、モンスターの名前(ダミー)、確率(*10000)をした物です。500000なら50%で1000000なら100%です。)
// モンスターIDが0の場合確率をモンスターの選択に失敗した時に召還されるモンスターのIDとして認識します。(複数である場合最後の物だけ有効です。) 
// クライアント側で未実装のものを書くとクライアントが重力エラー
// そしてその敵がキャラクターの付近にいる間ログインできないので注意。

0,ポリン,1002
1001,スコーピオン,1000000
1002,ポリン,1000000
//1003,TEST用卵,1000000
1004,ホーネット,1000000
1005,ファミリアー,1000000
//1006,盗蟲,1000000
1007,ファブル,1000000
1008,プパ,1000000
1009,コンドル,1000000
1010,ウィロー,1000000
1011,チョンチョン,1000000
1012,ロッダフロッグ,1000000
1013,ウルフ,1000000
1014,スポア,1000000
1015,ゾンビ,1000000
1016,アーチャースケルトン,1000000
//1017,盗蟲,1000000
1018,クリーミー,1000000
1019,ペコペコ,1000000
1020,マンドラゴラ,1000000
//1021,盗蟲,1000000
//1022,ウェアウルフ,1000000
1023,オークウォリアー,1000000
1024,ワームテール,1000000
1025,スネイク,1000000
1026,ムナック,1000000
1028,ソルジャースケルトン,1000000
//1027,RAPTICE,1000000
1029,イシス,1000000
1030,アナコンダク,1000000
1031,ポポリン,1000000
1032,ベリット,1000000
1033,エルダーウィロー,1000000
1034,タラフロッグ,1000000
1035,ハンターフライ,1000000
1036,グール,1000000
1037,サイドワインダー,1000000
1038,オシリス,1000000
1039,バフォメット,1000000
1040,ゴーレム,1000000
1041,マミー,1000000
1042,スチールチョンチョン,1000000
1044,オボンヌ,1000000
1045,マルク,1000000
1046,ドッペルゲンガー,1000000
1047,ペコペコの卵,1000000
1048,盗蟲の卵,1000000
1049,ピッキ,1000000
1050,すごいピッキ,1000000
1051,盗蟲,1000000
1052,ロッカー,1000000
1053,雌盗蟲,1000000
1054,雄盗蟲,1000000
1055,ムカー,1000000
1056,スモーキー,1000000
1057,ヨーヨー,1000000
1058,メタルラ,1000000
1059,ミストレス,1000000
1060,ビックフット,1000000
1061,ナイトメア,1000000
1062,サンタポリン,1000000
1063,ルナティック,1000000
1064,メガロドン,1000000
1065,ストラウフ,1000000
1066,バドン,1000000
1067,カナトウス,1000000
1068,ヒドラ,1000000
1069,ソードフィッシュ,1000000
1070,ククレ,1000000
1071,パイレーツスケル,1000000
//1072,カホ,1000000
//1073,カニ,1000000
//1074,お化け貝,1000000
//1075,タートル,1000000
1076,スケルトン,1000000
1077,ポイズンスポア,1000000
1078,赤い草,1000000
1079,青い草,1000000
1080,緑色草,1000000
1081,黄色草,1000000
1083,輝く草,1000000
1084,黒いきのこ,1000000
1085,赤いきのこ,1000000
1086,黄金蟲,1000000
1087,オークヒーロー,1000000
1088,ボーカル,1000000
1089,トード,1000000
1090,マスターリング,1000000
1091,ドラゴンフライ,1000000
1092,さすらい狼,1000000
1093,エクリプス,1000000
1094,アンバーナイト,1000000
1095,アンドレ,1000000
1096,エンジェリング,1000000
1097,蟻の卵,1000000
//1098,アヌビス,1000000
1099,アルギオペ,1000000
1100,アルゴス,1000000
1101,バフォメットJr.,1000000
1102,バースリー,1000000
1103,キャラメル,1000000
1104,コーコー,1000000
1105,デニーロ,1000000
1106,デザートウルフ,1000000
1107,子デザートウルフ,1000000
1108,デビアス,1000000
1109,デビルチ,1000000
1110,ドケビ,1000000
1111,ドレインリアー,1000000
1112,ドレイク,1000000
1113,ドロップス,1000000
1114,ダスティネス,1000000
1115,エドガ,1000000
1116,エギラ,1000000
1117,イビルドルイド,1000000
1118,フローラ,1000000
1119,フリルドラ,1000000
1120,ゴーストリング,1000000
1121,ガイアス,1000000
1122,ゴブリン長男,1000000
1123,ゴブリン次男,1000000
1124,ゴブリン三男,1000000
1125,ゴブリン四男,1000000
1126,ゴブリン五男,1000000
1127,ホード,1000000
1128,ホルン,1000000
1129,ホロン,1000000
1130,ジャック,1000000
1131,ジョーカー,1000000
1132,カーリッツバーグ,1000000
1133,コボルド,1000000
1134,コボルド,1000000
1135,コボルド,1000000
//1136,コボルト四男,1000000
//1137,コボルト五男,1000000
1138,白蓮玉,1000000
1139,マンティス,1000000
1140,マルドゥーク,1000000
1141,マリナ,1000000
1142,マリンスフィア,1000000
1143,マリオネット,1000000
1144,マルス,1000000
1145,マーティン,1000000
1146,マーター,1000000
1147,マヤー,1000000
1148,メデューサ,1000000
1149,ミノタウロス,1000000
1150,月夜花,1000000
1151,ミスト,1000000
1152,オークスケルトン,1000000
1153,オークゾンビ,1000000
1154,パサナ,1000000
1155,プティット,1000000
1156,プティット,1000000
1157,ファラオ,1000000//ファラオ
1158,フェン,1000000
1159,フリオニ,1000000
1160,ピエール,1000000
1161,プランクトン,1000000
//1162,ラフレシア,1000000
1163,レイドリック,1000000
1164,レクイエム,1000000
1165,サンドマン,1000000
1166,サベージ,1000000
1167,サベージベベ,1000000
//1168,スコーピオンキング,1000000
1169,スケルワーカー,1000000
1170,ソヒー,1000000
//1171,兵隊アンドレ,1000000
//1172,兵隊デニーロ,1000000
//1173,兵隊ピエール,1000000
1174,スタイナー,1000000
1175,タロウ,1000000
1176,ビタタ,1000000
1177,ゼノーク,1000000
1178,ゼロム,1000000
1179,ウィスパー,1000000
1180,九尾狐,1000000
//1181,ドラゴンゾンビ,1000000
1182,キノコ,1000000
1183,チョンチョン,1000000
1184,ファブル,1000000
1185,ウィスパー,1000000
1186,巨大ウィスパー,1000000
//1187,スイッチ,1000000
1188,ボンゴン,1000000
1189,オークアーチャー,1000000
1190,オークロード,1000000
1191,ミミック,1000000
1192,レイス,1000000
1193,アラーム,1000000
1194,アクラウス,1000000
1195,ライドワード,1000000
1196,スケルプリズナー,1000000
1197,ゾンビプリズナー,1000000
//1198,ダークプリースト,1000000
1199,パンク,1000000
1200,ジルタス,1000000
1201,リビオ,1000000
1202,フェンダーク,1000000
1204,オーガトゥース,1000000
1205,エクスキューショナー,1000000
1206,アノリアン,1000000
1207,スティング,1000000
1208,彷徨う者,1000000
1209,クランプ,1000000
//1210,フィラメント,100000
1211,ブリライト,1000000
1212,アイアンフィスト,1000000
1213,ハイオーク,1000000
1214,チョコ,1000000
1215,ステムワーム,1000000
1216,ペノメナ,1000000
1219,深淵の騎士,1000000
//この辺ごっそり未実装っぽい or 召喚する意義が無いっぽい
1242,マーリン,1000000
1243,サスカッチ,1000000
//1244,クリスマスジャック,1000000
1245,クリスマスゴブリン,1000000
1246,クリスマスクッキー,1000000
1247,アンソニ,1000000
1248,クルーザー,1000000
1249,ミストケース,1000000
1250,チェペット,1000000
1251,ストームナイト,1000000
1252,ハティー,1000000
1253,ガーゴイル,1000000
1254,レグルロ,1000000
1255,ネレイド,1000000
1256,ペスト,1000000
1257,インジャスティス,1000000
1258,ゴブリンアーチャー,1000000
1259,グリフォン,1000000
1260,ダークフレーム,1000000
1261,ワイルドローズ,1000000
1262,ミュータントドラゴン,1000000
1263,ウィンドゴースト,1000000
1264,半漁人,1000000
1265,クッキー,1000000
//1266,ヒトデ,1000000
1267,ジェスター,1000000
1268,ブラッディナイト,1000000
1269,クロック,1000000
1270,時計塔管理者,1000000
1271,アリゲーター,1000000
1272,ダークロード,1000000
1273,オークレディ,1000000
1274,メガリス,1000000
1275,アリス,1000000
1276,レイドリックアーチャー,1000000
1277,天下大将軍,1000000
1278,スタラクタイトゴーレム,1000000
1280,ゴブリンライダー,1000000
1281,セージワーム,1000000
1283,キメラ,1000000
//1284-1288 ガーディアンとエンペリウム
1289,マヤパープル,1000000
1290,ジェネラルスケルトン,1000000
1291,デッドリーレイス,1000000
1292,ミニデモ,1000000
1293,クリーミーフィアー,1000000
1294,キラーマンティス,1000000
1295,オウルバロン,1000000
1296,コボルドリーダー,1000000
1297,エンシェントマミー,1000000
1298,ゾンビマスター,1000000
1299,ゴブリンリーダー,1000000
1300,キャタピラー,1000000
1301,アムムト,1000000
1302,ダークイリュージョン,1000000
1303,ジャイアントホーネット,1000000
1304,ジャイアントスパイダー,1000000
1305,エンシェントワーム,1000000
1307,キャットナインテイル,1000000
1307,キャットナインテイル,1000000
1308,パンツァーゴブリン,1000000
1309,ガジョマート,1000000
1310,ごっついミノタウロス,1000000
1311,グリンブルスティ,1000000
1312,タートルジェネラル,1000000
1313,チンピラ,1000000
1314,パーメットタートル,1000000
1315,アサルトタートル,1000000
1316,ソリッドタートル,1000000
1317,オットー,1000000
1318,ヒートタートル,1000000
1319,フリーズタートル,1000000
1320,オウルデューク,1000000
1321,ドラゴンテイル,1000000
1322,スプリングラビット,1000000
1323,シーオッター,1000000
//1324-1363 宝箱
//1364
1365,アポカリプス,1000000
1366,ラーヴァゴーレム,1000000
1367,ブレイザー,1000000
1368,ジオグラファー,1000000
1369,グランペコ,1000000
1370,サキュバス,1000000
1371,フェイクエンジェル,1000000
1372,ゴート,1000000
1373,ロードオブデス,1000000
1374,インキュバス,1000000
1375,一反木綿,1000000
1376,ハーピー,1000000
1377,エルダー,1000000
1378,デーモンパンク,1000000
1379,ナイトメアテラー,1000000
1380,ドリラー,1000000
1381,グリズリー,1000000
1382,ディアボリック,1000000
1383,エクスプロージョン,1000000
1384,デリーター,1000000
1385,デリーター,1000000
1386,スリーパー,1000000
1387,ギグ,1000000
1388,アークエンジェリング,1000000
1389,ドラキュラ,1000000
1390,ヴァイオリー,1000000
1391,ガラパゴ,1000000
1392,ロータージャイロ,1000000
//1393,マミー,1000000
//1394,ゾンビ,1000000
//1395-1398 クリスタル
//1399,バフォメット,1000000
1400,カラ傘,1000000
1401,カブキ忍者,1000000
1402,大口蛙,1000000
1403,銃奇兵,1000000
1404,雅人形,1000000
1405,酒天狗,1000000
1406,河童,1000000
//1407,ドケビ,1000000
1492,怨霊武士,1000000
